state_abbr,state_fips,place_fips,stpl_fips,city_name,metric_name,group_name,metric_number,group_number,num,denom,est,lci,uci,county_indicator,educ_indicator,multiplier_indicator,data_yr_type,geo_level,Date of export to MySQL database,version,NOTE - NCHS Disclaimer
OR,41,123850,4123850,Eugene,Absenteeism,female,1,2,2732,10607,25.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
OR,41,131250,4131250,Gresham,Absenteeism,female,1,2,2109,7347,28.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
OR,41,134100,4134100,Hillsboro,Absenteeism,female,1,2,1502,8435,17.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
OR,41,147000,4147000,Medford,Absenteeism,female,1,2,1681,6301,26.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
OR,41,159000,4159000,Portland,Absenteeism,female,1,2,7396,29573,25,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
OR,41,164900,4164900,Salem,Absenteeism,female,1,2,3291,14425,22.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,202000,4202000,Allentown,Absenteeism,female,1,2,482,8570,5.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,206088,4206088,Bethlehem,Absenteeism,female,1,2,350,4596,7.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,224000,4224000,Erie,Absenteeism,female,1,2,1189,4016,29.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,260000,4260000,Philadelphia,Absenteeism,female,1,2,23394,77673,30.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,261000,4261000,Pittsburgh,Absenteeism,female,1,2,2642,6994,37.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,263624,4263624,Reading,Absenteeism,female,1,2,3184,4989,63.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
PA,42,269000,4269000,Scranton,Absenteeism,female,1,2,814,2566,31.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
RI,44,419180,4419180,Cranston,Absenteeism,female,1,2,843,3940,21.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
RI,44,454640,4454640,Pawtucket,Absenteeism,female,1,2,1004,4220,23.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
RI,44,459000,4459000,Providence,Absenteeism,female,1,2,4118,12089,34.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
RI,44,474300,4474300,Warwick,Absenteeism,female,1,2,672,4118,16.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SC,45,513330,4513330,Charleston,Absenteeism,female,1,2,133,3683,3.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SC,45,516000,4516000,Columbia,Absenteeism,female,1,2,1268,7059,18,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SC,45,548535,4548535,Mount Pleasant,Absenteeism,female,1,2,94,3969,2.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SC,45,550875,4550875,North Charleston,Absenteeism,female,1,2,359,5594,6.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SC,45,561405,4561405,Rock Hill,Absenteeism,female,1,2,672,4771,14.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SD,46,652980,4652980,Rapid City,Absenteeism,female,1,2,1864,5574,33.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
SD,46,659020,4659020,Sioux Falls,Absenteeism,female,1,2,1344,8179,16.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TN,47,714000,4714000,Chattanooga,Absenteeism,female,1,2,825,6960,11.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TN,47,715160,4715160,Clarksville,Absenteeism,female,1,2,1051,7699,13.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TN,47,740000,4740000,Knoxville,Absenteeism,female,1,2,1706,6911,24.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TN,47,748000,4748000,Memphis,Absenteeism,female,1,2,2524,34008,7.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TN,47,751560,4751560,Murfreesboro,Absenteeism,female,1,2,1207,8542,14.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TN,47,752006,4752006,Nashville,Absenteeism,female,1,2,5214,23924,21.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,801000,4801000,Abilene,Absenteeism,female,1,2,1331,9835,13.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,801924,4801924,Allen,Absenteeism,female,1,2,355,4987,7.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,803000,4803000,Amarillo,Absenteeism,female,1,2,2067,12043,17.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,804000,4804000,Arlington,Absenteeism,female,1,2,2758,20825,13.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,805000,4805000,Austin,Absenteeism,female,1,2,5141,37355,13.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,806128,4806128,Baytown,Absenteeism,female,1,2,927,4627,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,807000,4807000,Beaumont,Absenteeism,female,1,2,1259,4803,26.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,810768,4810768,Brownsville,Absenteeism,female,1,2,2074,14066,14.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,810912,4810912,Bryan,Absenteeism,female,1,2,693,6206,11.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,813024,4813024,Carrollton,Absenteeism,female,1,2,1133,8805,12.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,815976,4815976,College Station,Absenteeism,female,1,2,256,3657,7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,817000,4817000,Corpus Christi,Absenteeism,female,1,2,3394,16953,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,819000,4819000,Dallas,Absenteeism,female,1,2,7161,55436,12.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,819972,4819972,Denton,Absenteeism,female,1,2,857,4851,17.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,822660,4822660,Edinburg,Absenteeism,female,1,2,2350,6856,34.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,824000,4824000,El Paso,Absenteeism,female,1,2,5801,40881,14.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,827000,4827000,Fort Worth,Absenteeism,female,1,2,8346,46866,17.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,827684,4827684,Frisco,Absenteeism,female,1,2,1260,21650,5.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,829000,4829000,Garland,Absenteeism,female,1,2,3297,18243,18.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,830464,4830464,Grand Prairie,Absenteeism,female,1,2,1262,9490,13.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,835000,4835000,Houston,Absenteeism,female,1,2,14832,105876,14,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,837000,4837000,Irving,Absenteeism,female,1,2,2451,19782,12.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,839148,4839148,Killeen,Absenteeism,female,1,2,1515,6998,21.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,841464,4841464,Laredo,Absenteeism,female,1,2,4700,17401,27,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,841980,4841980,League City,Absenteeism,female,1,2,703,7549,9.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,842508,4842508,Lewisville,Absenteeism,female,1,2,1194,9082,13.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,843888,4843888,Longview,Absenteeism,female,1,2,851,5139,16.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,845000,4845000,Lubbock,Absenteeism,female,1,2,1356,8543,15.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,845384,4845384,McAllen,Absenteeism,female,1,2,1219,7514,16.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,845744,4845744,McKinney,Absenteeism,female,1,2,1076,9900,10.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,847892,4847892,Mesquite,Absenteeism,female,1,2,1083,12886,8.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,848072,4848072,Midland,Absenteeism,female,1,2,1415,6317,22.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,848768,4848768,Mission,Absenteeism,female,1,2,948,4672,20.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,848804,4848804,Missouri City,Absenteeism,female,1,2,447,4624,9.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,853388,4853388,Odessa,Absenteeism,female,1,2,1979,13106,15.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,856000,4856000,Pasadena,Absenteeism,female,1,2,1985,10520,18.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,856348,4856348,Pearland,Absenteeism,female,1,2,1267,6810,18.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,857200,4857200,Pharr,Absenteeism,female,1,2,594,5781,10.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,858016,4858016,Plano,Absenteeism,female,1,2,1674,23369,7.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,861796,4861796,Richardson,Absenteeism,female,1,2,1110,8366,13.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,863500,4863500,Round Rock,Absenteeism,female,1,2,937,7991,11.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,864472,4864472,San Angelo,Absenteeism,female,1,2,636,6376,10,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,865000,4865000,San Antonio,Absenteeism,female,1,2,11567,73003,15.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,870808,4870808,Sugar Land,Absenteeism,female,1,2,405,7208,5.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,874144,4874144,Tyler,Absenteeism,female,1,2,960,6005,16,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,876000,4876000,Waco,Absenteeism,female,1,2,1047,6570,15.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
TX,48,879000,4879000,Wichita Falls,Absenteeism,female,1,2,832,4163,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,943660,4943660,Layton,Absenteeism,female,1,2,663,4572,14.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,955980,4955980,Ogden,Absenteeism,female,1,2,1120,7362,15.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,957300,4957300,Orem,Absenteeism,female,1,2,2318,4963,46.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,962470,4962470,Provo,Absenteeism,female,1,2,963,8201,11.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,965330,4965330,St. George,Absenteeism,female,1,2,1346,7718,17.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,967000,4967000,Salt Lake City,Absenteeism,female,1,2,1201,8173,14.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,967440,4967440,Sandy,Absenteeism,female,1,2,574,8194,7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,982950,4982950,West Jordan,Absenteeism,female,1,2,2854,11765,24.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
UT,49,983470,4983470,West Valley City,Absenteeism,female,1,2,1220,9986,12.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VT,50,10675,5010675,Burlington,Absenteeism,female,1,2,124,1129,11,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,101000,5101000,Alexandria,Absenteeism,female,1,2,904,5411,16.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,116000,5116000,Chesapeake,Absenteeism,female,1,2,1412,13053,10.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,135000,5135000,Hampton,Absenteeism,female,1,2,789,5073,15.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,147672,5147672,Lynchburg,Absenteeism,female,1,2,552,3121,17.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,156000,5156000,Newport News,Absenteeism,female,1,2,2279,11229,20.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,157000,5157000,Norfolk,Absenteeism,female,1,2,1893,7751,24.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,164000,5164000,Portsmouth,Absenteeism,female,1,2,1277,7061,18.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,167000,5167000,Richmond,Absenteeism,female,1,2,1914,7476,25.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,168000,5168000,Roanoke,Absenteeism,female,1,2,957,3650,26.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,176432,5176432,Suffolk,Absenteeism,female,1,2,630,4262,14.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
VA,51,182000,5182000,Virginia Beach,Absenteeism,female,1,2,3071,19440,15.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,303180,5303180,Auburn,Absenteeism,female,1,2,2145,5843,36.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,305210,5305210,Bellevue,Absenteeism,female,1,2,1166,8995,13,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,305280,5305280,Bellingham,Absenteeism,female,1,2,1005,3266,30.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,322640,5322640,Everett,Absenteeism,female,1,2,1211,3892,31.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,323515,5323515,Federal Way,Absenteeism,female,1,2,1916,6287,30.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,335275,5335275,Kennewick,Absenteeism,female,1,2,1579,6959,22.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,335415,5335415,Kent,Absenteeism,female,1,2,1730,5634,30.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,357745,5357745,Renton,Absenteeism,female,1,2,1507,5346,28.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,363000,5363000,Seattle,Absenteeism,female,1,2,3965,18930,20.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,367000,5367000,Spokane,Absenteeism,female,1,2,2917,8663,33.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,367167,5367167,Spokane Valley,Absenteeism,female,1,2,3061,8551,35.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,370000,5370000,Tacoma,Absenteeism,female,1,2,4992,7388,67.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,374060,5374060,Vancouver,Absenteeism,female,1,2,4391,12702,34.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WA,53,380010,5380010,Yakima,Absenteeism,female,1,2,1899,7280,26.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WV,54,414600,5414600,Charleston,Absenteeism,female,1,2,518,2141,24.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,502375,5502375,Appleton,Absenteeism,female,1,2,672,5664,11.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,531000,5531000,Green Bay,Absenteeism,female,1,2,1454,6379,22.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,539225,5539225,Kenosha,Absenteeism,female,1,2,1357,5382,25.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,548000,5548000,Madison,Absenteeism,female,1,2,1913,7658,25,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,553000,5553000,Milwaukee,Absenteeism,female,1,2,6176,12272,50.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,566000,5566000,Racine,Absenteeism,female,1,2,1547,4084,37.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WI,55,584250,5584250,Waukesha,Absenteeism,female,1,2,765,5610,13.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
WY,56,613900,5613900,Cheyenne,Absenteeism,female,1,2,1117,5582,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
DE,10,77580,1077580,Wilmington,Absenteeism,male,1,3,728,3648,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
DC,11,150000,1150000,Washington,Absenteeism,male,1,3,6426,15589,41.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,207300,1207300,Boca Raton,Absenteeism,male,1,3,420,5654,7.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,207875,1207875,Boynton Beach,Absenteeism,male,1,3,175,2249,7.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,210275,1210275,Cape Coral,Absenteeism,male,1,3,1621,8554,19,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,212875,1212875,Clearwater,Absenteeism,male,1,3,675,2891,23.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,214400,1214400,Coral Springs,Absenteeism,male,1,3,1164,10483,11.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,216475,1216475,Davie,Absenteeism,male,1,3,592,5929,10,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,216725,1216725,Deerfield Beach,Absenteeism,male,1,3,195,1858,10.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,217200,1217200,Deltona,Absenteeism,male,1,3,752,3840,19.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,224000,1224000,Fort Lauderdale,Absenteeism,male,1,3,1303,6182,21.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,225175,1225175,Gainesville,Absenteeism,male,1,3,1069,4786,22.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,230000,1230000,Hialeah,Absenteeism,male,1,3,1394,7604,18.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,232000,1232000,Hollywood,Absenteeism,male,1,3,1141,9786,11.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,235000,1235000,Jacksonville,Absenteeism,male,1,3,7098,41225,17.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,238250,1238250,Lakeland,Absenteeism,male,1,3,308,3949,7.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,239425,1239425,Largo,Absenteeism,male,1,3,148,1251,11.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,239550,1239550,Lauderhill,Absenteeism,male,1,3,466,1520,30.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,243975,1243975,Melbourne,Absenteeism,male,1,3,277,2468,11.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,245000,1245000,Miami,Absenteeism,male,1,3,2667,12549,21.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,245025,1245025,Miami Beach,Absenteeism,male,1,3,622,2199,28.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,245060,1245060,Miami Gardens,Absenteeism,male,1,3,691,3687,18.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,245975,1245975,Miramar,Absenteeism,male,1,3,547,6260,8.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,253000,1253000,Orlando,Absenteeism,male,1,3,3922,15323,25.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,254000,1254000,Palm Bay,Absenteeism,male,1,3,631,3417,18.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,254200,1254200,Palm Coast,Absenteeism,male,1,3,856,3571,24,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,255775,1255775,Pembroke Pines,Absenteeism,male,1,3,1188,11265,10.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,257425,1257425,Plantation,Absenteeism,male,1,3,430,4336,9.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,258050,1258050,Pompano Beach,Absenteeism,male,1,3,525,3843,13.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,258715,1258715,Port St. Lucie,Absenteeism,male,1,3,1778,7394,24,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,263000,1263000,St. Petersburg,Absenteeism,male,1,3,1927,8212,23.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,269700,1269700,Sunrise,Absenteeism,male,1,3,372,3053,12.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,270600,1270600,Tallahassee,Absenteeism,male,1,3,1434,7476,19.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,271000,1271000,Tampa,Absenteeism,male,1,3,3334,18134,18.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
FL,12,276600,1276600,West Palm Beach,Absenteeism,male,1,3,610,6698,9.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,301052,1301052,Albany,Absenteeism,male,1,3,444,3553,12.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,303440,1303440,Athens,Absenteeism,male,1,3,582,2831,20.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,304000,1304000,Atlanta,Absenteeism,male,1,3,4294,17882,24,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,304204,1304204,Augusta,Absenteeism,male,1,3,1411,6808,20.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,319000,1319000,Columbus,Absenteeism,male,1,3,2107,13544,15.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,342425,1342425,Johns Creek,Absenteeism,male,1,3,391,4995,7.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,349000,1349000,Macon,Absenteeism,male,1,3,491,2873,17.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,367284,1367284,Roswell,Absenteeism,male,1,3,351,3739,9.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,368516,1368516,Sandy Springs,Absenteeism,male,1,3,320,2584,12.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,369000,1369000,Savannah,Absenteeism,male,1,3,530,4726,11.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
GA,13,380508,1380508,Warner Robins,Absenteeism,male,1,3,591,5300,11.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
ID,16,608830,1608830,Boise City,Absenteeism,male,1,3,773,14818,5.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
ID,16,652120,1652120,Meridian,Absenteeism,male,1,3,565,10211,5.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
ID,16,656260,1656260,Nampa,Absenteeism,male,1,3,1247,8536,14.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,702154,1702154,Arlington Heights,Absenteeism,male,1,3,362,4015,9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,703012,1703012,Aurora,Absenteeism,male,1,3,1953,18480,10.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,706613,1706613,Bloomington,Absenteeism,male,1,3,1118,4464,25,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,707133,1707133,Bolingbrook,Absenteeism,male,1,3,208,4800,4.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,712385,1712385,Champaign,Absenteeism,male,1,3,47,3433,1.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,714000,1714000,Chicago,Absenteeism,male,1,3,27203,81458,33.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,714351,1714351,Cicero,Absenteeism,male,1,3,1179,5265,22.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,718823,1718823,Decatur,Absenteeism,male,1,3,1138,3844,29.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,723074,1723074,Elgin,Absenteeism,male,1,3,1532,6472,23.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,724582,1724582,Evanston,Absenteeism,male,1,3,1717,5107,33.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,738570,1738570,Joliet,Absenteeism,male,1,3,2917,15109,19.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,751622,1751622,Naperville,Absenteeism,male,1,3,1458,14972,9.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,757225,1757225,Palatine,Absenteeism,male,1,3,1030,5918,17.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,759000,1759000,Peoria,Absenteeism,male,1,3,1795,6765,26.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,765000,1765000,Rockford,Absenteeism,male,1,3,2131,11280,18.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,768003,1768003,Schaumburg,Absenteeism,male,1,3,580,4732,12.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,772000,1772000,Springfield,Absenteeism,male,1,3,1072,6043,17.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IL,17,779293,1779293,Waukegan,Absenteeism,male,1,3,1914,6136,31.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
IN,18,805860,1805860,Bloomington,Absenteeism,male,1,3,460,2661,17.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
